,Season,Emergency_Stage,Waiting_Time,People_Waiting,Weekday,Day,Month,Yesterday_Waiting_Time
83,winter,4.0,19.50749722325065,0.22454646427249167,1.0,6.0,2.0,20.798412698412697
84,winter,4.0,42.25897129186603,0.22129186602870815,2.0,7.0,2.0,19.50749722325065
85,winter,4.0,32.80152671755725,0.154907306434024,3.0,8.0,2.0,42.25897129186603
86,winter,4.0,19.67384004884005,0.18994200244200246,4.0,9.0,2.0,32.80152671755725
87,winter,4.0,36.23782516636419,0.691016333938294,5.0,10.0,2.0,19.67384004884005
88,winter,4.0,21.445447761194032,0.19186567164179105,6.0,11.0,2.0,36.23782516636419
89,winter,4.0,51.124620689655174,0.2886896551724138,0.0,12.0,2.0,21.445447761194032
90,winter,4.0,32.71225806451613,0.14306451612903226,1.0,13.0,2.0,51.124620689655174
91,winter,4.0,19.6592345505618,0.1602001404494382,2.0,14.0,2.0,32.71225806451613
92,winter,4.0,31.818585380290028,0.26235572654631545,3.0,15.0,2.0,19.6592345505618
93,winter,4.0,22.797828863346105,0.33077905491698595,4.0,16.0,2.0,31.818585380290028
94,winter,4.0,41.53700657894737,0.02631578947368421,5.0,17.0,2.0,22.797828863346105
95,winter,4.0,38.1611253196931,0.5786445012787724,6.0,18.0,2.0,41.53700657894737
96,winter,4.0,23.705152394775034,0.17830188679245282,0.0,19.0,2.0,38.1611253196931
97,winter,4.0,28.175361155698234,0.27568218298555375,1.0,20.0,2.0,23.705152394775034
98,winter,4.0,30.29289215686275,0.1556372549019608,2.0,21.0,2.0,28.175361155698234
99,winter,4.0,68.63764684454968,0.5295510427101356,3.0,22.0,2.0,30.29289215686275
100,winter,4.0,35.630434782608695,0.1751207729468599,4.0,23.0,2.0,68.63764684454968
101,winter,4.0,33.53125,0.22916666666666669,5.0,24.0,2.0,35.630434782608695
102,winter,4.0,21.787770897832818,0.13627450980392156,6.0,25.0,2.0,33.53125
103,winter,4.0,31.254671717171718,0.33855218855218855,0.0,26.0,2.0,21.787770897832818
104,winter,4.0,24.978199186607398,0.2308710867303509,1.0,27.0,2.0,31.254671717171718
105,winter,4.0,21.573924731182796,0.2733870967741936,2.0,28.0,2.0,24.978199186607398
106,winter,4.0,18.274545454545454,0.1890909090909091,3.0,1.0,3.0,21.573924731182796
107,winter,4.0,24.379127358490567,0.12824292452830188,4.0,2.0,3.0,18.274545454545454
108,winter,4.0,25.925298179535467,0.3975204017576899,5.0,3.0,3.0,24.379127358490567
109,winter,4.0,14.136815453863466,0.10652663165791448,6.0,4.0,3.0,25.925298179535467
110,winter,4.0,31.557494244517144,0.33142493638676845,0.0,5.0,3.0,14.136815453863466
111,winter,4.0,29.957989854153457,0.3972733037412809,1.0,6.0,3.0,31.557494244517144
112,winter,4.0,19.461225911307174,0.138205247271883,2.0,7.0,3.0,29.957989854153457
113,winter,4.0,24.867243867243868,0.3234126984126984,3.0,8.0,3.0,19.461225911307174
114,winter,4.0,32.546520146520145,0.1227106227106227,4.0,9.0,3.0,24.867243867243868
115,winter,4.0,18.94473958827436,0.20942035859975333,5.0,10.0,3.0,32.546520146520145
116,winter,4.0,13.211805555555555,0.03229166666666666,6.0,11.0,3.0,18.94473958827436
117,winter,4.0,24.832916666666666,0.4004166666666667,0.0,12.0,3.0,13.211805555555555
118,winter,4.0,32.79826054074494,0.13301191151446398,1.0,13.0,3.0,24.832916666666666
119,winter,4.0,20.496391572575952,0.1418926783843557,2.0,14.0,3.0,32.79826054074494
120,winter,4.0,44.023809523809526,0.26190476190476186,3.0,15.0,3.0,20.496391572575952
121,winter,4.0,24.632882882882885,0.1289659224441833,4.0,16.0,3.0,44.023809523809526
122,winter,4.0,23.886913301906127,0.13768190202910432,5.0,17.0,3.0,24.632882882882885
123,winter,4.0,24.026343121518266,0.12482296289302237,6.0,18.0,3.0,23.886913301906127
124,winter,4.0,13.747250000000001,0.1746875,0.0,19.0,3.0,24.026343121518266
125,winter,4.0,17.624779073877697,0.3167196889360198,1.0,20.0,3.0,13.747250000000001
126,spring,4.0,14.533549783549784,0.21843434343434343,2.0,21.0,3.0,17.624779073877697
127,spring,4.0,23.57473900664347,0.30987029421069284,3.0,22.0,3.0,14.533549783549784
128,spring,4.0,32.285349462365595,0.15873655913978493,4.0,23.0,3.0,23.57473900664347
129,spring,4.0,35.901869158878505,0.13914238592633316,5.0,24.0,3.0,32.285349462365595
130,spring,4.0,23.039772727272727,0.0946969696969697,6.0,25.0,3.0,35.901869158878505
131,spring,4.0,26.493474347434745,0.17270477047704771,0.0,26.0,3.0,23.039772727272727
132,spring,4.0,36.98153409090909,0.18607954545454547,1.0,27.0,3.0,26.493474347434745
133,spring,4.0,24.64015444015444,0.26293436293436295,2.0,28.0,3.0,36.98153409090909
134,spring,4.0,25.51159420289855,0.19710144927536233,3.0,29.0,3.0,24.64015444015444
135,spring,4.0,44.92483570646221,0.22275465498357067,4.0,30.0,3.0,25.51159420289855
136,spring,4.0,19.628947368421052,0.2763157894736842,5.0,31.0,3.0,44.92483570646221
137,spring,4.0,24.364838457529963,0.17483064095883272,6.0,1.0,4.0,19.628947368421052
138,spring,4.0,17.009504565184855,0.14391558149977549,0.0,2.0,4.0,24.364838457529963
139,spring,4.0,41.5422932330827,0.2219611528822055,1.0,3.0,4.0,17.009504565184855
140,spring,4.0,18.759803921568626,0.05392156862745098,2.0,4.0,4.0,41.5422932330827
141,spring,4.0,19.907894736842106,0.06578947368421052,3.0,5.0,4.0,18.759803921568626
142,spring,4.0,12.220763571790968,0.06018518518518518,4.0,6.0,4.0,19.907894736842106
143,spring,4.0,26.622727272727275,0.19375,5.0,7.0,4.0,12.220763571790968
144,spring,4.0,19.226014492753624,0.17572463768115942,6.0,8.0,4.0,26.622727272727275
145,spring,4.0,17.62097669256382,0.266315205327414,0.0,9.0,4.0,19.226014492753624
146,spring,4.0,21.23796180987962,0.3380033208800332,1.0,10.0,4.0,17.62097669256382
147,spring,4.0,12.561904761904762,0.10413533834586466,2.0,11.0,4.0,21.23796180987962
148,spring,4.0,26.59879406307978,0.2305194805194805,3.0,12.0,4.0,12.561904761904762
149,spring,4.0,25.519755826859047,0.28257491675915647,4.0,13.0,4.0,26.59879406307978
150,spring,4.0,22.29191176470588,0.24926470588235294,5.0,14.0,4.0,25.519755826859047
151,spring,4.0,17.635933195592287,0.14927685950413222,6.0,15.0,4.0,22.29191176470588
152,spring,4.0,24.110416666666666,0.53125,0.0,16.0,4.0,17.635933195592287
153,spring,4.0,49.67849436585951,0.4690721649484536,1.0,17.0,4.0,24.110416666666666
154,spring,4.0,49.91289592760182,0.27828054298642535,2.0,18.0,4.0,49.67849436585951
155,spring,4.0,20.433898305084746,0.1746390458254865,3.0,19.0,4.0,49.91289592760182
156,spring,4.0,27.76450892857143,0.3000744047619048,4.0,20.0,4.0,20.433898305084746
157,spring,4.0,25.34237938596491,0.3100328947368421,5.0,21.0,4.0,27.76450892857143
158,spring,4.0,22.05564387917329,0.2795442501324854,6.0,22.0,4.0,25.34237938596491
159,spring,4.0,18.634185838731295,0.2035403171766808,0.0,23.0,4.0,22.05564387917329
160,spring,4.0,44.260479688850474,0.12662057044079517,1.0,24.0,4.0,18.634185838731295
161,spring,4.0,27.630452845866223,0.14457831325301204,2.0,25.0,4.0,44.260479688850474
162,spring,4.0,15.782574568288855,0.02197802197802198,3.0,26.0,4.0,27.630452845866223
163,spring,4.0,15.0,0.078125,4.0,27.0,4.0,15.782574568288855
164,spring,4.0,21.5874496502014,0.20420818316726733,5.0,28.0,4.0,15.0
165,spring,4.0,21.720714285714287,0.1660204081632653,6.0,29.0,4.0,21.5874496502014
166,spring,4.0,19.197391304347825,0.13746376811594202,0.0,30.0,4.0,21.720714285714287
167,spring,4.0,31.1797385620915,0.0784313725490196,1.0,1.0,5.0,19.197391304347825
168,spring,4.0,28.143741851368972,0.23883637548891787,2.0,2.0,5.0,31.1797385620915
169,spring,4.0,36.29089861751152,0.28139400921658986,3.0,3.0,5.0,28.143741851368972
170,spring,4.0,17.889633925335268,0.15585357013410656,4.0,4.0,5.0,36.29089861751152
171,spring,4.0,13.052440884820747,0.12814645308924486,5.0,5.0,5.0,17.889633925335268
172,spring,4.0,14.233164983164983,0.1595117845117845,6.0,6.0,5.0,13.052440884820747
173,spring,4.0,24.4671568627451,0.3318627450980392,0.0,7.0,5.0,14.233164983164983
174,spring,4.0,19.176136363636363,0.16136363636363638,1.0,8.0,5.0,24.4671568627451
175,spring,4.0,30.189814814814813,0.1087962962962963,2.0,9.0,5.0,19.176136363636363
176,spring,4.0,16.729080318135992,0.19732272880026885,3.0,10.0,5.0,30.189814814814813
177,spring,4.0,29.99620733249052,0.17699115044247787,4.0,11.0,5.0,16.729080318135992
178,spring,4.0,21.937121212121212,0.04772727272727273,5.0,12.0,5.0,29.99620733249052
179,spring,4.0,38.656563629064635,0.21015656362906465,6.0,13.0,5.0,21.937121212121212
180,spring,4.0,22.397110849056602,0.12382075471698113,0.0,14.0,5.0,38.656563629064635
181,spring,4.0,29.63198833252309,0.2916058985577702,1.0,15.0,5.0,22.397110849056602
182,spring,4.0,48.83762420957543,0.18936314363143633,2.0,16.0,5.0,29.63198833252309
183,spring,4.0,15.068352059925093,0.12921348314606743,3.0,17.0,5.0,48.83762420957543
184,spring,4.0,33.0679012345679,0.1657848324514991,4.0,18.0,5.0,15.068352059925093
185,spring,4.0,35.322649572649574,0.405982905982906,5.0,19.0,5.0,33.0679012345679
186,spring,4.0,26.55145046524357,0.2175697865353038,6.0,20.0,5.0,35.322649572649574
187,spring,4.0,23.651837856406733,0.13981449673651666,0.0,21.0,5.0,26.55145046524357
188,spring,4.0,46.83576051779936,0.1776993233303913,1.0,22.0,5.0,23.651837856406733
189,spring,4.0,8.907234432234432,0.08608058608058608,2.0,23.0,5.0,46.83576051779936
190,spring,4.0,17.63219814241486,0.14829721362229104,3.0,24.0,5.0,8.907234432234432
191,spring,4.0,13.958311888831703,0.022388059701492536,4.0,25.0,5.0,17.63219814241486
192,spring,4.0,23.60900900900901,0.2232732732732733,5.0,26.0,5.0,13.958311888831703
193,spring,4.0,16.053947368421053,0.03289473684210526,6.0,27.0,5.0,23.60900900900901
194,spring,4.0,23.642857142857142,0.2597402597402597,0.0,28.0,5.0,16.053947368421053
195,spring,4.0,24.127536231884058,0.34271099744245526,1.0,29.0,5.0,23.642857142857142
196,spring,4.0,14.58553862603582,0.3810478481689388,2.0,30.0,5.0,24.127536231884058
197,spring,4.0,23.145043103448273,0.2825431034482758,3.0,31.0,5.0,14.58553862603582
198,spring,4.0,18.711772098868874,0.20224130708001675,4.0,1.0,6.0,23.145043103448273
199,spring,4.0,11.368589743589745,0.13221153846153846,5.0,2.0,6.0,18.711772098868874
200,spring,4.0,19.32840653153153,0.0945945945945946,6.0,3.0,6.0,11.368589743589745
201,spring,4.0,28.805555555555554,0.14351851851851852,0.0,4.0,6.0,19.32840653153153
202,spring,4.0,19.43891771682728,0.32713120830244624,1.0,5.0,6.0,28.805555555555554
203,spring,4.0,25.90144639818491,0.30629608621667614,2.0,6.0,6.0,19.43891771682728
204,spring,4.0,28.085895721925134,0.3285427807486631,3.0,7.0,6.0,25.90144639818491
205,spring,4.0,21.046344309048482,0.10902255639097744,4.0,8.0,6.0,28.085895721925134
206,spring,4.0,12.704405922715782,0.11339833875045141,5.0,9.0,6.0,21.046344309048482
207,spring,4.0,21.765265486725664,0.1038716814159292,6.0,10.0,6.0,12.704405922715782
208,spring,4.0,26.756103286384977,0.21725352112676055,0.0,11.0,6.0,21.765265486725664
209,spring,4.0,20.576145552560646,0.16823899371069181,1.0,12.0,6.0,26.756103286384977
210,spring,4.0,56.904761904761905,0.5122887864823349,2.0,13.0,6.0,20.576145552560646
211,spring,4.0,56.89718755820451,0.17610355745948966,3.0,14.0,6.0,56.904761904761905
212,spring,4.0,45.163636363636364,0.1568181818181818,4.0,15.0,6.0,56.89718755820451
213,spring,4.0,16.386609686609688,0.1527065527065527,5.0,16.0,6.0,45.163636363636364
214,spring,4.0,19.30829326923077,0.12079326923076923,6.0,17.0,6.0,16.386609686609688
215,spring,4.0,37.09485294117647,0.3431372549019608,0.0,18.0,6.0,19.30829326923077
216,spring,4.0,42.7125,0.5,1.0,19.0,6.0,37.09485294117647
217,spring,4.0,42.7125,0.5,2.0,20.0,6.0,42.7125
218,summer,4.0,42.7125,0.5,3.0,21.0,6.0,42.7125
219,summer,4.0,42.7125,0.5,4.0,22.0,6.0,42.7125
220,summer,4.0,42.7125,0.5,5.0,23.0,6.0,42.7125
221,summer,4.0,42.7125,0.5,6.0,24.0,6.0,42.7125
222,summer,4.0,42.7125,0.5,0.0,25.0,6.0,42.7125
223,summer,4.0,42.7125,0.5,1.0,26.0,6.0,42.7125
224,summer,4.0,42.7125,0.5,2.0,27.0,6.0,42.7125
225,summer,4.0,42.7125,0.5,3.0,28.0,6.0,42.7125
226,summer,4.0,42.7125,0.5,4.0,29.0,6.0,42.7125
227,summer,4.0,42.7125,0.5,5.0,30.0,6.0,42.7125
228,summer,4.0,42.7125,0.5,6.0,1.0,7.0,42.7125
229,summer,4.0,42.7125,0.5,0.0,2.0,7.0,42.7125
230,summer,4.0,42.7125,0.5,1.0,3.0,7.0,42.7125
231,summer,4.0,45.03467000835422,0.6168546365914787,2.0,4.0,7.0,42.7125
232,summer,4.0,24.844907407407405,0.25601851851851853,3.0,5.0,7.0,45.03467000835422
233,summer,4.0,11.268625522498155,0.09368084583230882,4.0,6.0,7.0,24.844907407407405
234,summer,4.0,16.515943641082686,0.2227474972191324,5.0,7.0,7.0,11.268625522498155
235,summer,4.0,15.422233300099702,0.22333000997008973,6.0,8.0,7.0,16.515943641082686
236,summer,4.0,19.88212669683258,0.11229260935143288,0.0,9.0,7.0,15.422233300099702
237,summer,4.0,18.37596181248219,0.26873753206041606,1.0,10.0,7.0,19.88212669683258
238,summer,4.0,22.017011197243754,0.19810508182601205,2.0,11.0,7.0,18.37596181248219
239,summer,4.0,44.446740128558304,0.1322314049586777,3.0,12.0,7.0,22.017011197243754
240,summer,4.0,23.5258422264072,0.23289391086001254,4.0,13.0,7.0,44.446740128558304
241,summer,4.0,23.5258422264072,0.23289391086001254,5.0,14.0,7.0,23.5258422264072
242,summer,4.0,23.5258422264072,0.23289391086001254,6.0,15.0,7.0,23.5258422264072
243,summer,4.0,23.5258422264072,0.23289391086001254,0.0,16.0,7.0,23.5258422264072
244,summer,4.0,23.5258422264072,0.23289391086001254,1.0,17.0,7.0,23.5258422264072
245,summer,4.0,23.5258422264072,0.23289391086001254,2.0,18.0,7.0,23.5258422264072
246,summer,4.0,23.5258422264072,0.23289391086001254,3.0,19.0,7.0,23.5258422264072
247,summer,4.0,15.778614457831324,0.3381024096385542,4.0,20.0,7.0,23.5258422264072
248,summer,4.0,26.974861221252972,0.1593180015860428,5.0,21.0,7.0,15.778614457831324
249,summer,4.0,40.941696364932284,0.13129009265858874,6.0,22.0,7.0,26.974861221252972
250,summer,4.0,16.497416020671835,0.11314138058324105,0.0,23.0,7.0,40.941696364932284
251,summer,4.0,14.621379310344828,0.11448275862068966,1.0,24.0,7.0,16.497416020671835
252,summer,4.0,14.219072164948454,0.10824742268041238,2.0,25.0,7.0,14.621379310344828
253,summer,4.0,24.04923305294409,0.2525977238990599,3.0,26.0,7.0,14.219072164948454
254,summer,4.0,22.400132275132275,0.19047619047619047,4.0,27.0,7.0,24.04923305294409
255,summer,4.0,14.431369026230687,0.07851239669421488,5.0,28.0,7.0,22.400132275132275
256,summer,4.0,31.622072470172338,0.16123508616880247,6.0,29.0,7.0,14.431369026230687
257,summer,4.0,13.561812297734628,0.14293419633225457,0.0,30.0,7.0,31.622072470172338
258,summer,4.0,16.04222222222222,0.10833333333333334,1.0,31.0,7.0,13.561812297734628
259,summer,4.0,14.745942571785267,0.028089887640449437,2.0,1.0,8.0,16.04222222222222
260,summer,4.0,26.522024451636103,0.24253865516001438,3.0,2.0,8.0,14.745942571785267
261,summer,4.0,13.173831775700933,0.09345794392523364,4.0,3.0,8.0,26.522024451636103
262,summer,4.0,17.569064505234717,0.18811212428233703,5.0,4.0,8.0,13.173831775700933
263,summer,4.0,13.611124517374517,0.20101351351351351,6.0,5.0,8.0,17.569064505234717
264,summer,4.0,22.88382768361582,0.2721045197740113,0.0,6.0,8.0,13.611124517374517
265,summer,4.0,20.037433155080215,0.2054367201426025,1.0,7.0,8.0,22.88382768361582
266,summer,4.0,13.870283018867925,0.1179245283018868,2.0,8.0,8.0,20.037433155080215
267,summer,4.0,32.43311475409836,0.2705573770491803,3.0,9.0,8.0,13.870283018867925
268,summer,4.0,17.645833333333336,0.16190476190476188,4.0,10.0,8.0,32.43311475409836
269,summer,4.0,17.645833333333336,0.16190476190476188,5.0,11.0,8.0,17.645833333333336
270,summer,4.0,17.645833333333336,0.16190476190476188,6.0,12.0,8.0,17.645833333333336
271,summer,4.0,40.50551615445232,0.14342001576044128,0.0,13.0,8.0,17.645833333333336
272,summer,4.0,40.68660714285714,0.3751785714285714,1.0,14.0,8.0,40.50551615445232
273,summer,4.0,66.91125541125541,0.3933982683982684,2.0,15.0,8.0,40.68660714285714
274,summer,4.0,21.018552875695732,0.15596011131725418,3.0,16.0,8.0,66.91125541125541
275,summer,4.0,23.372121212121215,0.2056060606060606,4.0,17.0,8.0,21.018552875695732
276,summer,4.0,20.16681749622926,0.1346153846153846,5.0,18.0,8.0,23.372121212121215
277,summer,4.0,20.20939334637965,0.38051110855301024,6.0,19.0,8.0,20.16681749622926
278,summer,4.0,15.257004211682842,0.0706830250869804,0.0,20.0,8.0,20.20939334637965
279,summer,4.0,23.702479338842977,0.128099173553719,1.0,21.0,8.0,15.257004211682842
280,summer,4.0,28.578064516129032,0.15591397849462366,2.0,22.0,8.0,23.702479338842977
281,summer,4.0,22.357057416267942,0.2562799043062201,3.0,23.0,8.0,28.578064516129032
282,summer,4.0,23.481354565611774,0.19008264462809918,4.0,24.0,8.0,22.357057416267942
283,summer,4.0,14.203919933277732,0.1188490408673895,5.0,25.0,8.0,23.481354565611774
284,summer,4.0,20.564849390092107,0.2412247946228529,6.0,26.0,8.0,14.203919933277732
285,summer,4.0,12.245703611457035,0.04557907845579078,0.0,27.0,8.0,20.564849390092107
286,summer,4.0,18.109361135758654,0.08673469387755102,1.0,28.0,8.0,12.245703611457035
287,summer,4.0,21.01278547725942,0.21003318368143667,2.0,29.0,8.0,18.109361135758654
288,summer,4.0,15.959613022113022,0.2616707616707617,3.0,30.0,8.0,21.01278547725942
289,summer,4.0,16.009605662285136,0.17214357937310415,4.0,31.0,8.0,15.959613022113022
290,summer,4.0,29.25623491552695,0.10176991150442478,5.0,1.0,9.0,16.009605662285136
291,summer,4.0,15.211805555555555,0.0685763888888889,6.0,2.0,9.0,29.25623491552695
292,summer,4.0,19.172523041474655,0.18173963133640553,0.0,3.0,9.0,15.211805555555555
293,summer,4.0,18.11719873454127,0.17637331032499282,1.0,4.0,9.0,19.172523041474655
294,summer,4.0,22.561855670103093,0.16191631291691932,2.0,5.0,9.0,18.11719873454127
295,summer,4.0,41.08659539473685,0.6856085526315789,3.0,6.0,9.0,22.561855670103093
296,summer,4.0,41.08659539473685,0.6856085526315789,4.0,7.0,9.0,41.08659539473685
297,summer,4.0,13.086309523809524,0.24404761904761904,5.0,8.0,9.0,41.08659539473685
298,summer,4.0,18.940934065934066,0.2426739926739927,6.0,9.0,9.0,13.086309523809524
299,summer,4.0,16.263333333333335,0.154,0.0,10.0,9.0,18.940934065934066
300,summer,4.0,20.44286377888747,0.1543955405876205,1.0,11.0,9.0,16.263333333333335
301,summer,4.0,16.942857142857143,0.09313725490196079,2.0,12.0,9.0,20.44286377888747
302,summer,4.0,16.880267794221282,0.1668076109936575,3.0,13.0,9.0,16.942857142857143
303,summer,4.0,14.237668980635732,0.1989404457435148,4.0,14.0,9.0,16.880267794221282
304,summer,4.0,21.059750566893424,0.4556689342403628,5.0,15.0,9.0,14.237668980635732
305,summer,4.0,26.972109589041096,0.34728767123287674,6.0,16.0,9.0,21.059750566893424
306,summer,4.0,38.13650793650794,0.28968253968253965,0.0,17.0,9.0,26.972109589041096
