Acquisition_Time,Season,Emergency_Stage,Waiting_Time,People_Waiting,Weekday,Day,Month
2017-11-15,autumn,3.0,57.315217391304344,5.8478260869565215,2.0,15.0,11.0
2017-11-16,autumn,3.0,55.42727272727272,3.6409090909090907,3.0,16.0,11.0
2017-11-17,autumn,3.0,54.814516129032256,8.153225806451612,4.0,17.0,11.0
2017-11-18,autumn,3.0,65.44254431699687,3.6729144942648593,5.0,18.0,11.0
2017-11-19,autumn,3.0,33.0567697228145,2.989872068230277,6.0,19.0,11.0
2017-11-20,autumn,3.0,55.231884057971016,3.8840579710144927,0.0,20.0,11.0
2017-11-21,autumn,3.0,44.90294117647059,4.163445378151261,1.0,21.0,11.0
2017-11-22,autumn,3.0,59.53191489361703,4.1453900709219855,2.0,22.0,11.0
2017-11-23,autumn,3.0,59.37591036414565,5.009733893557423,3.0,23.0,11.0
2017-11-24,autumn,3.0,48.12143359861405,4.090276649883601,4.0,24.0,11.0
2017-11-25,autumn,3.0,52.018963922294176,2.8893771199506633,5.0,25.0,11.0
2017-11-26,autumn,3.0,44.294326241134755,3.166666666666667,6.0,26.0,11.0
2017-11-27,autumn,3.0,44.85932682425488,3.562667009249743,0.0,27.0,11.0
2017-11-28,autumn,3.0,67.32720588235294,5.959558823529412,1.0,28.0,11.0
2017-11-29,autumn,3.0,50.62193723282243,3.364039203419873,2.0,29.0,11.0
2017-11-30,autumn,3.0,55.76239495798319,3.3001050420168063,3.0,30.0,11.0
2017-12-01,autumn,3.0,37.58298673561151,3.018041816546763,4.0,1.0,12.0
2017-12-02,autumn,3.0,60.72142857142857,5.171428571428571,5.0,2.0,12.0
2017-12-03,autumn,3.0,68.82479736575482,3.963753799392097,6.0,3.0,12.0
2017-12-04,autumn,3.0,39.25998785670917,2.6641165755919856,0.0,4.0,12.0
2017-12-05,autumn,3.0,53.864285714285714,3.8714285714285714,1.0,5.0,12.0
2017-12-06,autumn,3.0,48.39197842938995,3.29128749578699,2.0,6.0,12.0
2017-12-07,autumn,3.0,59.18204508856683,4.361433172302737,3.0,7.0,12.0
2017-12-08,autumn,3.0,56.594548976203654,2.568649695628113,4.0,8.0,12.0
2017-12-09,autumn,3.0,41.59451611101804,2.427765678226392,5.0,9.0,12.0
2017-12-10,autumn,3.0,39.58156028368794,2.0390070921985815,6.0,10.0,12.0
2017-12-11,autumn,3.0,55.274,5.148428571428571,0.0,11.0,12.0
2017-12-12,autumn,3.0,75.86996964928058,4.6649336780575545,1.0,12.0,12.0
2017-12-13,autumn,3.0,39.809352517985616,3.3597122302158278,2.0,13.0,12.0
