Acquisition_Time,Season,Emergency_Stage,Waiting_Time,People_Waiting,Weekday,Month,Day
2018-01-12,winter,4.0,22.644522144522142,0.07657342657342658,4.0,1.0,12.0
2018-01-13,winter,4.0,29.085258525852588,0.30017287443030016,5.0,1.0,13.0
2018-01-14,winter,4.0,32.50506072874494,0.2082610372084056,6.0,1.0,14.0
2018-01-15,winter,4.0,43.711920990402,0.4342745861733204,0.0,1.0,15.0
2018-01-16,winter,4.0,56.82424242424242,0.04772727272727273,1.0,1.0,16.0
2018-01-17,winter,4.0,27.772727272727273,0.29504504504504503,2.0,1.0,17.0
2018-01-18,winter,4.0,32.95892922625596,0.17198386505317198,3.0,1.0,18.0
2018-01-19,winter,4.0,32.95892922625596,0.17198386505317198,4.0,1.0,19.0
2018-01-20,winter,4.0,32.95892922625596,0.17198386505317198,5.0,1.0,20.0
2018-01-21,winter,4.0,32.95892922625596,0.17198386505317198,6.0,1.0,21.0
2018-01-22,winter,4.0,38.763814616755795,0.21880570409982175,0.0,1.0,22.0
2018-01-23,winter,4.0,21.475806451612904,0.07758417706616436,1.0,1.0,23.0
2018-01-24,winter,4.0,14.266666666666666,0.174390243902439,2.0,1.0,24.0
2018-01-25,winter,4.0,34.890294771968854,0.29991657397107896,3.0,1.0,25.0
2018-01-26,winter,4.0,18.697740112994353,0.08898305084745763,4.0,1.0,26.0
2018-01-27,winter,4.0,16.50568181818182,0.09659090909090909,5.0,1.0,27.0
2018-01-28,winter,4.0,11.611264405129038,0.1485148514851485,6.0,1.0,28.0
2018-01-29,winter,4.0,16.06998491704374,0.14306184012066364,0.0,1.0,29.0
2018-01-30,winter,4.0,25.013461538461538,0.20384615384615384,1.0,1.0,30.0
2018-01-31,winter,4.0,16.346875,0.07740384615384616,2.0,1.0,31.0
2018-02-01,winter,4.0,22.38494983277592,0.16906354515050168,3.0,2.0,1.0
2018-02-02,winter,4.0,30.529009608277903,0.2892184035476718,4.0,2.0,2.0
2018-02-03,winter,4.0,14.521032166843408,0.11382113821138211,5.0,2.0,3.0
2018-02-04,winter,4.0,24.21786492374728,0.15490196078431373,6.0,2.0,4.0
2018-02-05,winter,4.0,20.798412698412697,0.24656084656084654,0.0,2.0,5.0
2018-02-06,winter,4.0,19.50749722325065,0.22454646427249167,1.0,2.0,6.0
2018-02-07,winter,4.0,42.25897129186603,0.22129186602870815,2.0,2.0,7.0
2018-02-08,winter,4.0,32.80152671755725,0.154907306434024,3.0,2.0,8.0
2018-02-09,winter,4.0,19.67384004884005,0.18994200244200246,4.0,2.0,9.0
2018-02-10,winter,4.0,36.23782516636419,0.691016333938294,5.0,2.0,10.0
2018-02-11,winter,4.0,21.445447761194032,0.19186567164179105,6.0,2.0,11.0
2018-02-12,winter,4.0,51.124620689655174,0.2886896551724138,0.0,2.0,12.0
2018-02-13,winter,4.0,32.71225806451613,0.14306451612903226,1.0,2.0,13.0
2018-02-14,winter,4.0,19.6592345505618,0.1602001404494382,2.0,2.0,14.0
2018-02-15,winter,4.0,31.818585380290028,0.26235572654631545,3.0,2.0,15.0
2018-02-16,winter,4.0,22.797828863346105,0.33077905491698595,4.0,2.0,16.0
2018-02-17,winter,4.0,41.53700657894737,0.02631578947368421,5.0,2.0,17.0
2018-02-18,winter,4.0,38.1611253196931,0.5786445012787724,6.0,2.0,18.0
2018-02-19,winter,4.0,23.705152394775034,0.17830188679245282,0.0,2.0,19.0
2018-02-20,winter,4.0,28.175361155698234,0.27568218298555375,1.0,2.0,20.0
2018-02-21,winter,4.0,30.29289215686275,0.1556372549019608,2.0,2.0,21.0
2018-02-22,winter,4.0,68.63764684454968,0.5295510427101356,3.0,2.0,22.0
2018-02-23,winter,4.0,35.630434782608695,0.1751207729468599,4.0,2.0,23.0
2018-02-24,winter,4.0,33.53125,0.22916666666666669,5.0,2.0,24.0
2018-02-25,winter,4.0,21.787770897832818,0.13627450980392156,6.0,2.0,25.0
2018-02-26,winter,4.0,31.254671717171718,0.33855218855218855,0.0,2.0,26.0
2018-02-27,winter,4.0,24.978199186607398,0.2308710867303509,1.0,2.0,27.0
2018-02-28,winter,4.0,21.573924731182796,0.2733870967741936,2.0,2.0,28.0
2018-03-01,winter,4.0,18.274545454545454,0.1890909090909091,3.0,3.0,1.0
2018-03-02,winter,4.0,24.379127358490567,0.12824292452830188,4.0,3.0,2.0
2018-03-03,winter,4.0,25.925298179535467,0.3975204017576899,5.0,3.0,3.0
2018-03-04,winter,4.0,14.136815453863466,0.10652663165791448,6.0,3.0,4.0
2018-03-05,winter,4.0,31.557494244517144,0.33142493638676845,0.0,3.0,5.0
2018-03-06,winter,4.0,29.957989854153457,0.3972733037412809,1.0,3.0,6.0
2018-03-07,winter,4.0,19.461225911307174,0.138205247271883,2.0,3.0,7.0
2018-03-08,winter,4.0,24.867243867243868,0.3234126984126984,3.0,3.0,8.0
2018-03-09,winter,4.0,32.546520146520145,0.1227106227106227,4.0,3.0,9.0
2018-03-10,winter,4.0,18.94473958827436,0.20942035859975333,5.0,3.0,10.0
2018-03-11,winter,4.0,13.211805555555555,0.03229166666666666,6.0,3.0,11.0
2018-03-12,winter,4.0,24.832916666666666,0.4004166666666667,0.0,3.0,12.0
2018-03-13,winter,4.0,32.79826054074494,0.13301191151446398,1.0,3.0,13.0
2018-03-14,winter,4.0,20.496391572575952,0.1418926783843557,2.0,3.0,14.0
2018-03-15,winter,4.0,44.023809523809526,0.26190476190476186,3.0,3.0,15.0
2018-03-16,winter,4.0,24.632882882882885,0.1289659224441833,4.0,3.0,16.0
2018-03-17,winter,4.0,23.886913301906127,0.13768190202910432,5.0,3.0,17.0
2018-03-18,winter,4.0,24.026343121518266,0.12482296289302237,6.0,3.0,18.0
2018-03-19,winter,4.0,13.747250000000001,0.1746875,0.0,3.0,19.0
2018-03-20,winter,4.0,17.624779073877697,0.3167196889360198,1.0,3.0,20.0
2018-03-21,spring,4.0,14.533549783549784,0.21843434343434343,2.0,3.0,21.0
2018-03-22,spring,4.0,23.57473900664347,0.30987029421069284,3.0,3.0,22.0
2018-03-23,spring,4.0,32.285349462365595,0.15873655913978493,4.0,3.0,23.0
2018-03-24,spring,4.0,35.901869158878505,0.13914238592633316,5.0,3.0,24.0
2018-03-25,spring,4.0,23.039772727272727,0.0946969696969697,6.0,3.0,25.0
2018-03-26,spring,4.0,26.493474347434745,0.17270477047704771,0.0,3.0,26.0
2018-03-27,spring,4.0,36.98153409090909,0.18607954545454547,1.0,3.0,27.0
2018-03-28,spring,4.0,24.64015444015444,0.26293436293436295,2.0,3.0,28.0
2018-03-29,spring,4.0,25.51159420289855,0.19710144927536233,3.0,3.0,29.0
2018-03-30,spring,4.0,44.92483570646221,0.22275465498357067,4.0,3.0,30.0
2018-03-31,spring,4.0,19.628947368421052,0.2763157894736842,5.0,3.0,31.0
2018-04-01,spring,4.0,24.364838457529963,0.17483064095883272,6.0,4.0,1.0
2018-04-02,spring,4.0,17.009504565184855,0.14391558149977549,0.0,4.0,2.0
2018-04-03,spring,4.0,41.5422932330827,0.2219611528822055,1.0,4.0,3.0
2018-04-04,spring,4.0,18.759803921568626,0.05392156862745098,2.0,4.0,4.0
2018-04-05,spring,4.0,19.907894736842106,0.06578947368421052,3.0,4.0,5.0
2018-04-06,spring,4.0,12.220763571790968,0.06018518518518518,4.0,4.0,6.0
2018-04-07,spring,4.0,26.622727272727275,0.19375,5.0,4.0,7.0
2018-04-08,spring,4.0,19.226014492753624,0.17572463768115942,6.0,4.0,8.0
2018-04-09,spring,4.0,17.62097669256382,0.266315205327414,0.0,4.0,9.0
2018-04-10,spring,4.0,21.23796180987962,0.3380033208800332,1.0,4.0,10.0
2018-04-11,spring,4.0,12.561904761904762,0.10413533834586466,2.0,4.0,11.0
2018-04-12,spring,4.0,26.59879406307978,0.2305194805194805,3.0,4.0,12.0
2018-04-13,spring,4.0,25.519755826859047,0.28257491675915647,4.0,4.0,13.0
2018-04-14,spring,4.0,22.29191176470588,0.24926470588235294,5.0,4.0,14.0
2018-04-15,spring,4.0,17.635933195592287,0.14927685950413222,6.0,4.0,15.0
2018-04-16,spring,4.0,24.110416666666666,0.53125,0.0,4.0,16.0
2018-04-17,spring,4.0,49.67849436585951,0.4690721649484536,1.0,4.0,17.0
2018-04-18,spring,4.0,49.91289592760182,0.27828054298642535,2.0,4.0,18.0
2018-04-19,spring,4.0,20.433898305084746,0.1746390458254865,3.0,4.0,19.0
2018-04-20,spring,4.0,27.76450892857143,0.3000744047619048,4.0,4.0,20.0
2018-04-21,spring,4.0,25.34237938596491,0.3100328947368421,5.0,4.0,21.0
2018-04-22,spring,4.0,22.05564387917329,0.2795442501324854,6.0,4.0,22.0
2018-04-23,spring,4.0,18.634185838731295,0.2035403171766808,0.0,4.0,23.0
2018-04-24,spring,4.0,44.260479688850474,0.12662057044079517,1.0,4.0,24.0
2018-04-25,spring,4.0,27.630452845866223,0.14457831325301204,2.0,4.0,25.0
2018-04-26,spring,4.0,15.782574568288855,0.02197802197802198,3.0,4.0,26.0
2018-04-27,spring,4.0,15.0,0.078125,4.0,4.0,27.0
2018-04-28,spring,4.0,21.5874496502014,0.20420818316726733,5.0,4.0,28.0
2018-04-29,spring,4.0,21.720714285714287,0.1660204081632653,6.0,4.0,29.0
2018-04-30,spring,4.0,19.197391304347825,0.13746376811594202,0.0,4.0,30.0
2018-05-01,spring,4.0,31.1797385620915,0.0784313725490196,1.0,5.0,1.0
2018-05-02,spring,4.0,28.143741851368972,0.23883637548891787,2.0,5.0,2.0
2018-05-03,spring,4.0,36.29089861751152,0.28139400921658986,3.0,5.0,3.0
2018-05-04,spring,4.0,17.889633925335268,0.15585357013410656,4.0,5.0,4.0
2018-05-05,spring,4.0,13.052440884820747,0.12814645308924486,5.0,5.0,5.0
2018-05-06,spring,4.0,14.233164983164983,0.1595117845117845,6.0,5.0,6.0
2018-05-07,spring,4.0,24.4671568627451,0.3318627450980392,0.0,5.0,7.0
2018-05-08,spring,4.0,19.176136363636363,0.16136363636363638,1.0,5.0,8.0
2018-05-09,spring,4.0,30.189814814814813,0.1087962962962963,2.0,5.0,9.0
2018-05-10,spring,4.0,16.729080318135992,0.19732272880026885,3.0,5.0,10.0
2018-05-11,spring,4.0,29.99620733249052,0.17699115044247787,4.0,5.0,11.0
2018-05-12,spring,4.0,21.937121212121212,0.04772727272727273,5.0,5.0,12.0
2018-05-13,spring,4.0,38.656563629064635,0.21015656362906465,6.0,5.0,13.0
2018-05-14,spring,4.0,22.397110849056602,0.12382075471698113,0.0,5.0,14.0
2018-05-15,spring,4.0,29.63198833252309,0.2916058985577702,1.0,5.0,15.0
2018-05-16,spring,4.0,48.83762420957543,0.18936314363143633,2.0,5.0,16.0
2018-05-17,spring,4.0,15.068352059925093,0.12921348314606743,3.0,5.0,17.0
2018-05-18,spring,4.0,33.0679012345679,0.1657848324514991,4.0,5.0,18.0
2018-05-19,spring,4.0,35.322649572649574,0.405982905982906,5.0,5.0,19.0
2018-05-20,spring,4.0,26.55145046524357,0.2175697865353038,6.0,5.0,20.0
2018-05-21,spring,4.0,23.651837856406733,0.13981449673651666,0.0,5.0,21.0
2018-05-22,spring,4.0,46.83576051779936,0.1776993233303913,1.0,5.0,22.0
2018-05-23,spring,4.0,8.907234432234432,0.08608058608058608,2.0,5.0,23.0
2018-05-24,spring,4.0,17.63219814241486,0.14829721362229104,3.0,5.0,24.0
2018-05-25,spring,4.0,13.958311888831703,0.022388059701492536,4.0,5.0,25.0
2018-05-26,spring,4.0,23.60900900900901,0.2232732732732733,5.0,5.0,26.0
2018-05-27,spring,4.0,16.053947368421053,0.03289473684210526,6.0,5.0,27.0
2018-05-28,spring,4.0,23.642857142857142,0.2597402597402597,0.0,5.0,28.0
2018-05-29,spring,4.0,24.127536231884058,0.34271099744245526,1.0,5.0,29.0
2018-05-30,spring,4.0,14.58553862603582,0.3810478481689388,2.0,5.0,30.0
2018-05-31,spring,4.0,23.145043103448273,0.2825431034482758,3.0,5.0,31.0
2018-06-01,spring,4.0,18.711772098868874,0.20224130708001675,4.0,6.0,1.0
2018-06-02,spring,4.0,11.368589743589745,0.13221153846153846,5.0,6.0,2.0
2018-06-03,spring,4.0,19.32840653153153,0.0945945945945946,6.0,6.0,3.0
2018-06-04,spring,4.0,28.805555555555554,0.14351851851851852,0.0,6.0,4.0
2018-06-05,spring,4.0,19.43891771682728,0.32713120830244624,1.0,6.0,5.0
2018-06-06,spring,4.0,25.90144639818491,0.30629608621667614,2.0,6.0,6.0
2018-06-07,spring,4.0,28.085895721925134,0.3285427807486631,3.0,6.0,7.0
2018-06-08,spring,4.0,21.046344309048482,0.10902255639097744,4.0,6.0,8.0
2018-06-09,spring,4.0,12.704405922715782,0.11339833875045141,5.0,6.0,9.0
2018-06-10,spring,4.0,21.765265486725664,0.1038716814159292,6.0,6.0,10.0
2018-06-11,spring,4.0,26.756103286384977,0.21725352112676055,0.0,6.0,11.0
2018-06-12,spring,4.0,20.576145552560646,0.16823899371069181,1.0,6.0,12.0
2018-06-13,spring,4.0,56.904761904761905,0.5122887864823349,2.0,6.0,13.0
2018-06-14,spring,4.0,56.89718755820451,0.17610355745948966,3.0,6.0,14.0
2018-06-15,spring,4.0,45.163636363636364,0.1568181818181818,4.0,6.0,15.0
2018-06-16,spring,4.0,16.386609686609688,0.1527065527065527,5.0,6.0,16.0
2018-06-17,spring,4.0,19.30829326923077,0.12079326923076923,6.0,6.0,17.0
2018-06-18,spring,4.0,37.09485294117647,0.3431372549019608,0.0,6.0,18.0
2018-06-19,spring,4.0,42.7125,0.5,1.0,6.0,19.0
2018-06-20,spring,4.0,42.7125,0.5,2.0,6.0,20.0
2018-06-21,summer,4.0,42.7125,0.5,3.0,6.0,21.0
2018-06-22,summer,4.0,42.7125,0.5,4.0,6.0,22.0
2018-06-23,summer,4.0,42.7125,0.5,5.0,6.0,23.0
2018-06-24,summer,4.0,42.7125,0.5,6.0,6.0,24.0
2018-06-25,summer,4.0,42.7125,0.5,0.0,6.0,25.0
2018-06-26,summer,4.0,42.7125,0.5,1.0,6.0,26.0
2018-06-27,summer,4.0,42.7125,0.5,2.0,6.0,27.0
2018-06-28,summer,4.0,42.7125,0.5,3.0,6.0,28.0
2018-06-29,summer,4.0,42.7125,0.5,4.0,6.0,29.0
2018-06-30,summer,4.0,42.7125,0.5,5.0,6.0,30.0
2018-07-01,summer,4.0,42.7125,0.5,6.0,7.0,1.0
2018-07-02,summer,4.0,42.7125,0.5,0.0,7.0,2.0
2018-07-03,summer,4.0,42.7125,0.5,1.0,7.0,3.0
2018-07-04,summer,4.0,45.03467000835422,0.6168546365914787,2.0,7.0,4.0
2018-07-05,summer,4.0,24.844907407407405,0.25601851851851853,3.0,7.0,5.0
2018-07-06,summer,4.0,11.268625522498155,0.09368084583230882,4.0,7.0,6.0
2018-07-07,summer,4.0,16.515943641082686,0.2227474972191324,5.0,7.0,7.0
2018-07-08,summer,4.0,15.422233300099702,0.22333000997008973,6.0,7.0,8.0
2018-07-09,summer,4.0,19.88212669683258,0.11229260935143288,0.0,7.0,9.0
2018-07-10,summer,4.0,18.37596181248219,0.26873753206041606,1.0,7.0,10.0
2018-07-11,summer,4.0,22.017011197243754,0.19810508182601205,2.0,7.0,11.0
2018-07-12,summer,4.0,44.446740128558304,0.1322314049586777,3.0,7.0,12.0
2018-07-13,summer,4.0,23.5258422264072,0.23289391086001254,4.0,7.0,13.0
2018-07-14,summer,4.0,23.5258422264072,0.23289391086001254,5.0,7.0,14.0
2018-07-15,summer,4.0,23.5258422264072,0.23289391086001254,6.0,7.0,15.0
2018-07-16,summer,4.0,23.5258422264072,0.23289391086001254,0.0,7.0,16.0
2018-07-17,summer,4.0,23.5258422264072,0.23289391086001254,1.0,7.0,17.0
2018-07-18,summer,4.0,23.5258422264072,0.23289391086001254,2.0,7.0,18.0
2018-07-19,summer,4.0,23.5258422264072,0.23289391086001254,3.0,7.0,19.0
2018-07-20,summer,4.0,15.778614457831324,0.3381024096385542,4.0,7.0,20.0
2018-07-21,summer,4.0,26.974861221252972,0.1593180015860428,5.0,7.0,21.0
2018-07-22,summer,4.0,40.941696364932284,0.13129009265858874,6.0,7.0,22.0
2018-07-23,summer,4.0,16.497416020671835,0.11314138058324105,0.0,7.0,23.0
2018-07-24,summer,4.0,14.621379310344828,0.11448275862068966,1.0,7.0,24.0
2018-07-25,summer,4.0,14.219072164948454,0.10824742268041238,2.0,7.0,25.0
2018-07-26,summer,4.0,24.04923305294409,0.2525977238990599,3.0,7.0,26.0
2018-07-27,summer,4.0,22.400132275132275,0.19047619047619047,4.0,7.0,27.0
2018-07-28,summer,4.0,14.431369026230687,0.07851239669421488,5.0,7.0,28.0
2018-07-29,summer,4.0,31.622072470172338,0.16123508616880247,6.0,7.0,29.0
2018-07-30,summer,4.0,13.561812297734628,0.14293419633225457,0.0,7.0,30.0
2018-07-31,summer,4.0,16.04222222222222,0.10833333333333334,1.0,7.0,31.0
2018-08-01,summer,4.0,14.745942571785267,0.028089887640449437,2.0,8.0,1.0
2018-08-02,summer,4.0,26.522024451636103,0.24253865516001438,3.0,8.0,2.0
2018-08-03,summer,4.0,13.173831775700933,0.09345794392523364,4.0,8.0,3.0
2018-08-04,summer,4.0,17.569064505234717,0.18811212428233703,5.0,8.0,4.0
2018-08-05,summer,4.0,13.611124517374517,0.20101351351351351,6.0,8.0,5.0
2018-08-06,summer,4.0,22.88382768361582,0.2721045197740113,0.0,8.0,6.0
2018-08-07,summer,4.0,20.037433155080215,0.2054367201426025,1.0,8.0,7.0
2018-08-08,summer,4.0,13.870283018867925,0.1179245283018868,2.0,8.0,8.0
2018-08-09,summer,4.0,32.43311475409836,0.2705573770491803,3.0,8.0,9.0
2018-08-10,summer,4.0,17.645833333333336,0.16190476190476188,4.0,8.0,10.0
2018-08-11,summer,4.0,17.645833333333336,0.16190476190476188,5.0,8.0,11.0
2018-08-12,summer,4.0,17.645833333333336,0.16190476190476188,6.0,8.0,12.0
2018-08-13,summer,4.0,40.50551615445232,0.14342001576044128,0.0,8.0,13.0
2018-08-14,summer,4.0,40.68660714285714,0.3751785714285714,1.0,8.0,14.0
2018-08-15,summer,4.0,66.91125541125541,0.3933982683982684,2.0,8.0,15.0
2018-08-16,summer,4.0,21.018552875695732,0.15596011131725418,3.0,8.0,16.0
2018-08-17,summer,4.0,23.372121212121215,0.2056060606060606,4.0,8.0,17.0
2018-08-18,summer,4.0,20.16681749622926,0.1346153846153846,5.0,8.0,18.0
2018-08-19,summer,4.0,20.20939334637965,0.38051110855301024,6.0,8.0,19.0
2018-08-20,summer,4.0,15.257004211682842,0.0706830250869804,0.0,8.0,20.0
2018-08-21,summer,4.0,23.702479338842977,0.128099173553719,1.0,8.0,21.0
2018-08-22,summer,4.0,28.578064516129032,0.15591397849462366,2.0,8.0,22.0
2018-08-23,summer,4.0,22.357057416267942,0.2562799043062201,3.0,8.0,23.0
2018-08-24,summer,4.0,23.481354565611774,0.19008264462809918,4.0,8.0,24.0
2018-08-25,summer,4.0,14.203919933277732,0.1188490408673895,5.0,8.0,25.0
2018-08-26,summer,4.0,20.564849390092107,0.2412247946228529,6.0,8.0,26.0
2018-08-27,summer,4.0,12.245703611457035,0.04557907845579078,0.0,8.0,27.0
2018-08-28,summer,4.0,18.109361135758654,0.08673469387755102,1.0,8.0,28.0
2018-08-29,summer,4.0,21.01278547725942,0.21003318368143667,2.0,8.0,29.0
2018-08-30,summer,4.0,15.959613022113022,0.2616707616707617,3.0,8.0,30.0
2018-08-31,summer,4.0,16.009605662285136,0.17214357937310415,4.0,8.0,31.0
2018-09-01,summer,4.0,29.25623491552695,0.10176991150442478,5.0,9.0,1.0
2018-09-02,summer,4.0,15.211805555555555,0.0685763888888889,6.0,9.0,2.0
2018-09-03,summer,4.0,19.172523041474655,0.18173963133640553,0.0,9.0,3.0
2018-09-04,summer,4.0,18.11719873454127,0.17637331032499282,1.0,9.0,4.0
2018-09-05,summer,4.0,22.561855670103093,0.16191631291691932,2.0,9.0,5.0
2018-09-06,summer,4.0,41.08659539473685,0.6856085526315789,3.0,9.0,6.0
2018-09-07,summer,4.0,41.08659539473685,0.6856085526315789,4.0,9.0,7.0
2018-09-08,summer,4.0,13.086309523809524,0.24404761904761904,5.0,9.0,8.0
2018-09-09,summer,4.0,18.940934065934066,0.2426739926739927,6.0,9.0,9.0
2018-09-10,summer,4.0,16.263333333333335,0.154,0.0,9.0,10.0
2018-09-11,summer,4.0,20.44286377888747,0.1543955405876205,1.0,9.0,11.0
2018-09-12,summer,4.0,16.942857142857143,0.09313725490196079,2.0,9.0,12.0
2018-09-13,summer,4.0,16.880267794221282,0.1668076109936575,3.0,9.0,13.0
2018-09-14,summer,4.0,14.237668980635732,0.1989404457435148,4.0,9.0,14.0
2018-09-15,summer,4.0,21.059750566893424,0.4556689342403628,5.0,9.0,15.0
2018-09-16,summer,4.0,26.972109589041096,0.34728767123287674,6.0,9.0,16.0
2018-09-17,summer,4.0,38.13650793650794,0.28968253968253965,0.0,9.0,17.0
2018-09-18,summer,4.0,21.874713521772346,0.27043544690603516,1.0,9.0,18.0
2018-09-19,summer,4.0,36.446719946719945,0.1813186813186813,2.0,9.0,19.0
2018-09-20,summer,4.0,14.357273280584296,0.2726719415702982,3.0,9.0,20.0
2018-09-21,summer,4.0,22.486263736263737,0.07692307692307693,4.0,9.0,21.0
2018-09-22,summer,4.0,22.486263736263737,0.07692307692307693,5.0,9.0,22.0
2018-09-23,autumn,4.0,22.486263736263737,0.07692307692307693,6.0,9.0,23.0
2018-09-24,autumn,4.0,22.486263736263737,0.07692307692307693,0.0,9.0,24.0
2018-09-25,autumn,4.0,15.98578947368421,0.19736842105263158,1.0,9.0,25.0
2018-09-26,autumn,4.0,27.257597340930676,0.2044159544159544,2.0,9.0,26.0
2018-09-27,autumn,4.0,25.022702702702702,0.16522522522522523,3.0,9.0,27.0
2018-09-28,autumn,4.0,19.76835443037975,0.25854430379746834,4.0,9.0,28.0
2018-09-29,autumn,4.0,25.662535919540232,0.3541666666666667,5.0,9.0,29.0
2018-09-30,autumn,4.0,13.966973244147157,0.07107023411371238,6.0,9.0,30.0
2018-10-01,autumn,4.0,25.322972972972973,0.22927927927927927,0.0,10.0,1.0
2018-10-02,autumn,4.0,19.438338493292054,0.24045407636738908,1.0,10.0,2.0
2018-10-03,autumn,4.0,21.091824526420737,0.1593220338983051,2.0,10.0,3.0
2018-10-04,autumn,4.0,23.361939258846476,0.11235720256338813,3.0,10.0,4.0
2018-10-05,autumn,4.0,15.4212460425147,0.1989484396200814,4.0,10.0,5.0
2018-10-06,autumn,4.0,20.703065653825284,0.19519804666304935,5.0,10.0,6.0
