Emergency_Stage,Service,Urgency_Type,Waiting_Time,People_Waiting,Weekday,Month,Season,Day
4.0,Medicina,Urgncia Central,10.705882352941176,0.45098039215686275,6,4,spring,22.0
4.0,Cirurgia,Urgncia Central,33.4054054054054,0.10810810810810811,6,4,spring,
4.0,Medicina,Urgncia Central,18.47107438016529,0.23140495867768596,0,4,spring,23.0
4.0,Cirurgia,Urgncia Central,18.7972972972973,0.17567567567567569,0,4,spring,
4.0,Medicina,Urgncia Central,10.07865168539326,0.02247191011235955,1,4,spring,24.0
4.0,Cirurgia,Urgncia Central,78.4423076923077,0.23076923076923078,1,4,spring,
4.0,Medicina,Urgncia Central,15.674698795180722,0.2891566265060241,2,4,spring,25.0
4.0,Cirurgia,Urgncia Central,39.58620689655172,0.0,2,4,spring,
4.0,Medicina,Urgncia Central,15.483516483516484,0.04395604395604396,3,4,spring,26.0
4.0,Cirurgia,Urgncia Central,16.081632653061224,0.0,3,4,spring,
4.0,Cirurgia,Urgncia Central,21.5,0.0,4,4,spring,
4.0,Medicina,Urgncia Central,8.5,0.15625,4,4,spring,27.0
4.0,Medicina,Urgncia Central,23.849056603773583,0.27358490566037735,5,4,spring,28.0
4.0,Cirurgia,Urgncia Central,19.325842696629213,0.1348314606741573,5,4,spring,
4.0,Medicina,Urgncia Central,13.87,0.23,6,4,spring,29.0
4.0,Cirurgia,Urgncia Central,29.571428571428573,0.10204081632653061,6,4,spring,
4.0,Medicina,Urgncia Central,9.96,0.13,0,4,spring,30.0
4.0,Cirurgia,Urgncia Central,28.434782608695652,0.14492753623188406,0,4,spring,
4.0,Medicina,Urgncia Central,11.470588235294118,0.1092436974789916,1,5,spring,1.0
4.0,Cirurgia,Urgncia Central,50.888888888888886,0.047619047619047616,1,5,spring,
4.0,Medicina,Urgncia Central,12.423076923076923,0.2403846153846154,2,5,spring,2.0
4.0,Cirurgia,Urgncia Central,43.86440677966102,0.23728813559322035,2,5,spring,
4.0,Medicina,Urgncia Central,23.153225806451612,0.33064516129032256,3,5,spring,3.0
4.0,Cirurgia,Urgncia Central,49.42857142857143,0.23214285714285715,3,5,spring,
4.0,Cirurgia,Urgncia Central,25.161290322580644,0.06451612903225806,4,5,spring,
4.0,Medicina,Urgncia Central,10.617977528089888,0.24719101123595505,4,5,spring,4.0
4.0,Cirurgia,Urgncia Central,14.376811594202898,0.11594202898550725,5,5,spring,
4.0,Medicina,Urgncia Central,11.728070175438596,0.14035087719298245,5,5,spring,5.0
4.0,Cirurgia,Urgncia Central,18.568181818181817,0.2727272727272727,6,5,spring,
4.0,Medicina,Urgncia Central,9.898148148148149,0.046296296296296294,6,5,spring,6.0
4.0,Medicina,Urgncia Central,14.316666666666666,0.26666666666666666,0,5,spring,7.0
4.0,Cirurgia,Urgncia Central,34.61764705882353,0.39705882352941174,0,5,spring,
4.0,Medicina,Urgncia Central,11.627272727272727,0.17272727272727273,1,5,spring,8.0
4.0,Cirurgia,Urgncia Central,26.725,0.15,1,5,spring,
4.0,Medicina,Urgncia Central,7.194444444444445,0.125,2,5,spring,9.0
4.0,Cirurgia,Urgncia Central,53.18518518518518,0.09259259259259259,2,5,spring,
4.0,Medicina,Urgncia Central,11.053097345132743,0.23008849557522124,3,5,spring,10.0
4.0,Cirurgia,Urgncia Central,22.40506329113924,0.16455696202531644,3,5,spring,
4.0,Cirurgia,Urgncia Central,40.142857142857146,0.0,4,5,spring,
4.0,Medicina,Urgncia Central,19.849557522123895,0.35398230088495575,4,5,spring,11.0
4.0,Medicina,Urgncia Central,28.924242424242426,0.045454545454545456,5,5,spring,12.0
4.0,Cirurgia,Urgncia Central,14.95,0.05,5,5,spring,
4.0,Cirurgia,Urgncia Central,62.54716981132076,0.20754716981132076,6,5,spring,
4.0,Medicina,Urgncia Central,14.76595744680851,0.2127659574468085,6,5,spring,13.0
4.0,Medicina,Urgncia Central,12.075471698113208,0.12264150943396226,0,5,spring,14.0
4.0,Cirurgia,Urgncia Central,32.71875,0.125,0,5,spring,
4.0,Cirurgia,Urgncia Central,45.470588235294116,0.45098039215686275,1,5,spring,
4.0,Medicina,Urgncia Central,13.793388429752065,0.1322314049586777,1,5,spring,15.0
4.0,Medicina,Urgncia Central,15.87037037037037,0.3055555555555556,2,5,spring,16.0
4.0,Cirurgia,Urgncia Central,81.8048780487805,0.07317073170731707,2,5,spring,
4.0,Medicina,Urgncia Central,13.303370786516854,0.25842696629213485,3,5,spring,17.0
4.0,Cirurgia,Urgncia Central,16.833333333333332,0.0,3,5,spring,
4.0,Medicina,Urgncia Central,12.691358024691358,0.06172839506172839,4,5,spring,18.0
4.0,Cirurgia,Urgncia Central,53.44444444444444,0.2698412698412698,4,5,spring,
4.0,Medicina,Urgncia Central,14.145299145299145,0.36752136752136755,5,5,spring,19.0
4.0,Cirurgia,Urgncia Central,56.5,0.4444444444444444,5,5,spring,
4.0,Medicina,Urgncia Central,13.229885057471265,0.14942528735632185,6,5,spring,20.0
4.0,Cirurgia,Urgncia Central,39.87301587301587,0.2857142857142857,6,5,spring,
4.0,Cirurgia,Urgncia Central,38.58536585365854,0.1951219512195122,0,5,spring,
4.0,Medicina,Urgncia Central,8.71830985915493,0.08450704225352113,0,5,spring,21.0
4.0,Cirurgia,Urgncia Central,79.16666666666667,0.15151515151515152,1,5,spring,
4.0,Medicina,Urgncia Central,14.504854368932039,0.20388349514563106,1,5,spring,22.0
4.0,Cirurgia,Urgncia Central,11.51923076923077,0.07692307692307693,2,5,spring,
4.0,Medicina,Urgncia Central,6.295238095238095,0.09523809523809523,2,5,spring,23.0
4.0,Cirurgia,Urgncia Central,24.41176470588235,0.11764705882352941,3,5,spring,
4.0,Medicina,Urgncia Central,10.852631578947369,0.17894736842105263,3,5,spring,24.0
4.0,Medicina,Urgncia Central,12.537313432835822,0.04477611940298507,4,5,spring,25.0
4.0,Cirurgia,Urgncia Central,15.379310344827585,0.0,4,5,spring,
4.0,Cirurgia,Urgncia Central,38.851351351351354,0.32432432432432434,5,5,spring,
4.0,Medicina,Urgncia Central,8.366666666666667,0.12222222222222222,5,5,spring,26.0
4.0,Cirurgia,Urgncia Central,23.2,0.0,6,5,spring,
4.0,Medicina,Urgncia Central,8.907894736842104,0.06578947368421052,6,5,spring,27.0
4.0,Cirurgia,Urgncia Central,24.0,0.0,0,5,spring,
4.0,Medicina,Urgncia Central,23.285714285714285,0.5194805194805194,0,5,spring,28.0
4.0,Medicina,Urgncia Central,16.921739130434784,0.391304347826087,1,5,spring,29.0
4.0,Cirurgia,Urgncia Central,31.333333333333332,0.29411764705882354,1,5,spring,
4.0,Cirurgia,Urgncia Central,10.883720930232558,0.3023255813953488,2,5,spring,
4.0,Medicina,Urgncia Central,18.28735632183908,0.45977011494252873,2,5,spring,30.0
4.0,Medicina,Urgncia Central,16.07758620689655,0.3275862068965517,3,5,spring,31.0
4.0,Cirurgia,Urgncia Central,30.2125,0.2375,3,5,spring,
4.0,Medicina,Urgncia Central,13.64935064935065,0.19480519480519481,4,6,spring,1.0
4.0,Cirurgia,Urgncia Central,23.774193548387096,0.20967741935483872,4,6,spring,
4.0,Cirurgia,Urgncia Central,10.487179487179487,0.07692307692307693,5,6,spring,
4.0,Medicina,Urgncia Central,12.25,0.1875,5,6,spring,2.0
4.0,Cirurgia,Urgncia Central,21.59375,0.0,6,6,spring,
4.0,Medicina,Urgncia Central,17.063063063063062,0.1891891891891892,6,6,spring,3.0
4.0,Medicina,Urgncia Central,11.203703703703704,0.17592592592592593,0,6,spring,4.0
4.0,Cirurgia,Urgncia Central,46.407407407407405,0.1111111111111111,0,6,spring,
4.0,Medicina,Urgncia Central,7.6947368421052635,0.18947368421052632,1,6,spring,5.0
4.0,Cirurgia,Urgncia Central,31.183098591549296,0.4647887323943662,1,6,spring,
4.0,Medicina,Urgncia Central,10.012195121951219,0.17073170731707318,2,6,spring,6.0
4.0,Cirurgia,Urgncia Central,41.7906976744186,0.4418604651162791,2,6,spring,
4.0,Cirurgia,Urgncia Central,33.96590909090909,0.2159090909090909,3,6,spring,
4.0,Medicina,Urgncia Central,22.205882352941178,0.4411764705882353,3,6,spring,7.0
4.0,Cirurgia,Urgncia Central,26.43103448275862,0.0,4,6,spring,
4.0,Medicina,Urgncia Central,15.661654135338345,0.21804511278195488,4,6,spring,8.0
4.0,Medicina,Urgncia Central,11.282051282051283,0.1282051282051282,5,6,spring,9.0
4.0,Cirurgia,Urgncia Central,14.126760563380282,0.09859154929577464,5,6,spring,
4.0,Cirurgia,Urgncia Central,28.15,0.075,6,6,spring,
4.0,Medicina,Urgncia Central,15.380530973451327,0.13274336283185842,6,6,spring,10.0
4.0,Cirurgia,Urgncia Central,36.478873239436616,0.08450704225352113,0,6,spring,
4.0,Medicina,Urgncia Central,17.033333333333335,0.35,0,6,spring,11.0
4.0,Cirurgia,Urgncia Central,28.142857142857142,0.16666666666666666,1,6,spring,
4.0,Medicina,Urgncia Central,13.00943396226415,0.16981132075471697,1,6,spring,12.0
4.0,Medicina,Urgncia Central,20.0,0.21505376344086022,2,6,spring,13.0
4.0,Cirurgia,Urgncia Central,93.80952380952381,0.8095238095238095,2,6,spring,
4.0,Cirurgia,Urgncia Central,103.91525423728814,0.22033898305084745,3,6,spring,
4.0,Medicina,Urgncia Central,9.87912087912088,0.13186813186813187,3,6,spring,14.0
4.0,Cirurgia,Urgncia Central,76.5,0.05,4,6,spring,
4.0,Medicina,Urgncia Central,13.827272727272728,0.2636363636363636,4,6,spring,15.0
4.0,Medicina,Urgncia Central,19.296296296296298,0.25925925925925924,5,6,spring,16.0
4.0,Cirurgia,Urgncia Central,13.476923076923077,0.046153846153846156,5,6,spring,
4.0,Cirurgia,Urgncia Central,21.03846153846154,0.038461538461538464,6,6,spring,
4.0,Medicina,Urgncia Central,17.578125,0.203125,6,6,spring,17.0
4.0,Cirurgia,Urgncia Central,68.76470588235294,0.6862745098039216,0,6,spring,
4.0,Medicina,Urgncia Central,5.425,0.0,0,6,spring,18.0
4.0,Cirurgia,Urgncia Central,80.0,1.0,1,6,spring,
4.0,Medicina,Urgncia Central,5.425,0.0,1,6,spring,19.0
4.0,Cirurgia,Urgncia Central,80.0,1.0,2,6,spring,
4.0,Medicina,Urgncia Central,5.425,0.0,2,6,spring,20.0
4.0,Cirurgia,Urgncia Central,80.0,1.0,3,6,summer,
4.0,Medicina,Urgncia Central,5.425,0.0,3,6,summer,21.0
4.0,Medicina,Urgncia Central,5.425,0.0,4,6,summer,22.0
4.0,Cirurgia,Urgncia Central,80.0,1.0,4,6,summer,
4.0,Cirurgia,Urgncia Central,80.0,1.0,5,6,summer,
4.0,Medicina,Urgncia Central,5.425,0.0,5,6,summer,23.0
4.0,Cirurgia,Urgncia Central,80.0,1.0,6,6,summer,
4.0,Medicina,Urgncia Central,5.425,0.0,6,6,summer,24.0
4.0,Cirurgia,Urgncia Central,80.0,1.0,0,6,summer,
4.0,Medicina,Urgncia Central,5.425,0.0,0,6,summer,25.0
4.0,Medicina,Urgncia Central,5.425,0.0,1,6,summer,26.0
4.0,Cirurgia,Urgncia Central,80.0,1.0,1,6,summer,
4.0,Cirurgia,Urgncia Central,80.0,1.0,2,6,summer,
4.0,Medicina,Urgncia Central,5.425,0.0,2,6,summer,27.0
4.0,Medicina,Urgncia Central,5.425,0.0,3,6,summer,28.0
4.0,Cirurgia,Urgncia Central,80.0,1.0,3,6,summer,
4.0,Medicina,Urgncia Central,5.425,0.0,4,6,summer,29.0
4.0,Cirurgia,Urgncia Central,80.0,1.0,4,6,summer,
4.0,Medicina,Urgncia Central,5.425,0.0,5,6,summer,30.0
4.0,Cirurgia,Urgncia Central,80.0,1.0,5,6,summer,
4.0,Cirurgia,Urgncia Central,80.0,1.0,6,7,summer,
4.0,Medicina,Urgncia Central,5.425,0.0,6,7,summer,1.0
4.0,Medicina,Urgncia Central,5.425,0.0,0,7,summer,2.0
4.0,Cirurgia,Urgncia Central,80.0,1.0,0,7,summer,
4.0,Cirurgia,Urgncia Central,80.0,1.0,1,7,summer,
4.0,Medicina,Urgncia Central,5.425,0.0,1,7,summer,3.0
4.0,Medicina,Urgncia Central,12.894736842105264,0.32894736842105265,2,7,summer,4.0
4.0,Cirurgia,Urgncia Central,77.17460317460318,0.9047619047619048,2,7,summer,
4.0,Medicina,Urgncia Central,21.564814814814813,0.28703703703703703,3,7,summer,5.0
4.0,Cirurgia,Urgncia Central,28.125,0.225,3,7,summer,
4.0,Medicina,Urgncia Central,11.693877551020408,0.16326530612244897,4,7,summer,6.0
4.0,Cirurgia,Urgncia Central,10.843373493975903,0.024096385542168676,4,7,summer,
4.0,Cirurgia,Urgncia Central,18.82758620689655,0.15517241379310345,5,7,summer,
4.0,Medicina,Urgncia Central,14.204301075268818,0.2903225806451613,5,7,summer,7.0
4.0,Medicina,Urgncia Central,14.352941176470589,0.29411764705882354,6,7,summer,8.0
4.0,Cirurgia,Urgncia Central,16.491525423728813,0.15254237288135594,6,7,summer,
4.0,Cirurgia,Urgncia Central,29.941176470588236,0.0784313725490196,0,7,summer,
4.0,Medicina,Urgncia Central,9.823076923076924,0.14615384615384616,0,7,summer,9.0
4.0,Cirurgia,Urgncia Central,19.396551724137932,0.20689655172413793,1,7,summer,
4.0,Medicina,Urgncia Central,17.355371900826448,0.3305785123966942,1,7,summer,10.0
4.0,Cirurgia,Urgncia Central,32.18518518518518,0.3148148148148148,2,7,summer,
4.0,Medicina,Urgncia Central,11.848837209302326,0.08139534883720931,2,7,summer,11.0
4.0,Medicina,Urgncia Central,15.115702479338843,0.2644628099173554,3,7,summer,12.0
4.0,Cirurgia,Urgncia Central,73.77777777777777,0.0,3,7,summer,
4.0,Cirurgia,Urgncia Central,26.508474576271187,0.1694915254237288,4,7,summer,
4.0,Medicina,Urgncia Central,20.54320987654321,0.2962962962962963,4,7,summer,13.0
4.0,Medicina,Urgncia Central,20.54320987654321,0.2962962962962963,5,7,summer,14.0
4.0,Cirurgia,Urgncia Central,26.508474576271187,0.1694915254237288,5,7,summer,
4.0,Medicina,Urgncia Central,20.54320987654321,0.2962962962962963,6,7,summer,15.0
4.0,Cirurgia,Urgncia Central,26.508474576271187,0.1694915254237288,6,7,summer,
4.0,Cirurgia,Urgncia Central,26.508474576271187,0.1694915254237288,0,7,summer,
4.0,Medicina,Urgncia Central,20.54320987654321,0.2962962962962963,0,7,summer,16.0
4.0,Medicina,Urgncia Central,20.54320987654321,0.2962962962962963,1,7,summer,17.0
4.0,Cirurgia,Urgncia Central,26.508474576271187,0.1694915254237288,1,7,summer,
4.0,Cirurgia,Urgncia Central,26.508474576271187,0.1694915254237288,2,7,summer,
4.0,Medicina,Urgncia Central,20.54320987654321,0.2962962962962963,2,7,summer,18.0
4.0,Cirurgia,Urgncia Central,26.508474576271187,0.1694915254237288,3,7,summer,
4.0,Medicina,Urgncia Central,20.54320987654321,0.2962962962962963,3,7,summer,19.0
4.0,Cirurgia,Urgncia Central,19.75,0.375,4,7,summer,
4.0,Medicina,Urgncia Central,11.80722891566265,0.30120481927710846,4,7,summer,20.0
4.0,Cirurgia,Urgncia Central,37.753846153846155,0.18461538461538463,5,7,summer,
4.0,Medicina,Urgncia Central,16.195876288659793,0.13402061855670103,5,7,summer,21.0
4.0,Cirurgia,Urgncia Central,69.34426229508196,0.11475409836065574,6,7,summer,
4.0,Medicina,Urgncia Central,12.539130434782608,0.14782608695652175,6,7,summer,22.0
4.0,Medicina,Urgncia Central,9.883720930232558,0.16279069767441862,0,7,summer,23.0
4.0,Cirurgia,Urgncia Central,23.11111111111111,0.06349206349206349,0,7,summer,
4.0,Cirurgia,Urgncia Central,19.982758620689655,0.06896551724137931,1,7,summer,
4.0,Medicina,Urgncia Central,9.26,0.16,1,7,summer,24.0
4.0,Cirurgia,Urgncia Central,13.5,0.0,2,7,summer,
4.0,Medicina,Urgncia Central,14.938144329896907,0.21649484536082475,2,7,summer,25.0
4.0,Cirurgia,Urgncia Central,33.906976744186046,0.18604651162790697,3,7,summer,
4.0,Medicina,Urgncia Central,14.191489361702128,0.3191489361702128,3,7,summer,26.0
4.0,Medicina,Urgncia Central,13.435185185185185,0.1111111111111111,4,7,summer,27.0
4.0,Cirurgia,Urgncia Central,31.365079365079364,0.2698412698412698,4,7,summer,
4.0,Cirurgia,Urgncia Central,14.565217391304348,0.0,5,7,summer,
4.0,Medicina,Urgncia Central,14.297520661157025,0.15702479338842976,5,7,summer,28.0
4.0,Medicina,Urgncia Central,24.983870967741936,0.18548387096774194,6,7,summer,29.0
4.0,Cirurgia,Urgncia Central,38.26027397260274,0.136986301369863,6,7,summer,
4.0,Cirurgia,Urgncia Central,17.133333333333333,0.1111111111111111,0,7,summer,
4.0,Medicina,Urgncia Central,9.990291262135923,0.17475728155339806,0,7,summer,30.0
4.0,Medicina,Urgncia Central,9.24,0.15,1,7,summer,31.0
4.0,Cirurgia,Urgncia Central,22.844444444444445,0.06666666666666667,1,7,summer,
4.0,Medicina,Urgncia Central,7.269662921348314,0.056179775280898875,2,8,summer,1.0
4.0,Cirurgia,Urgncia Central,22.22222222222222,0.0,2,8,summer,
4.0,Cirurgia,Urgncia Central,33.092592592592595,0.4074074074074074,3,8,summer,
4.0,Medicina,Urgncia Central,19.95145631067961,0.07766990291262135,3,8,summer,2.0
4.0,Cirurgia,Urgncia Central,9.6,0.0,4,8,summer,
4.0,Medicina,Urgncia Central,16.747663551401867,0.18691588785046728,4,8,summer,3.0
4.0,Cirurgia,Urgncia Central,19.03174603174603,0.2698412698412698,5,8,summer,
4.0,Medicina,Urgncia Central,16.106382978723403,0.10638297872340426,5,8,summer,4.0
4.0,Cirurgia,Urgncia Central,13.891891891891891,0.02702702702702703,6,8,summer,
4.0,Medicina,Urgncia Central,13.330357142857142,0.375,6,8,summer,5.0
4.0,Medicina,Urgncia Central,23.208333333333332,0.39166666666666666,0,8,summer,6.0
4.0,Cirurgia,Urgncia Central,22.559322033898304,0.15254237288135594,0,8,summer,
4.0,Medicina,Urgncia Central,18.19607843137255,0.27450980392156865,1,8,summer,7.0
4.0,Cirurgia,Urgncia Central,21.87878787878788,0.13636363636363635,1,8,summer,
4.0,Cirurgia,Urgncia Central,17.25,0.0,2,8,summer,
4.0,Medicina,Urgncia Central,10.49056603773585,0.2358490566037736,2,8,summer,8.0
4.0,Cirurgia,Urgncia Central,47.42622950819672,0.21311475409836064,3,8,summer,
4.0,Medicina,Urgncia Central,17.44,0.328,3,8,summer,9.0
4.0,Medicina,Urgncia Central,10.5,0.15714285714285714,4,8,summer,10.0
4.0,Cirurgia,Urgncia Central,24.791666666666668,0.16666666666666666,4,8,summer,
4.0,Medicina,Urgncia Central,10.5,0.15714285714285714,5,8,summer,11.0
4.0,Cirurgia,Urgncia Central,24.791666666666668,0.16666666666666666,5,8,summer,
4.0,Medicina,Urgncia Central,10.5,0.15714285714285714,6,8,summer,12.0
4.0,Cirurgia,Urgncia Central,24.791666666666668,0.16666666666666666,6,8,summer,
4.0,Medicina,Urgncia Central,17.085106382978722,0.2127659574468085,0,8,summer,13.0
4.0,Cirurgia,Urgncia Central,63.925925925925924,0.07407407407407407,0,8,summer,
4.0,Medicina,Urgncia Central,17.473214285714285,0.33035714285714285,1,8,summer,14.0
4.0,Cirurgia,Urgncia Central,63.9,0.42,1,8,summer,
4.0,Cirurgia,Urgncia Central,107.0952380952381,0.30952380952380953,2,8,summer,
4.0,Medicina,Urgncia Central,26.727272727272727,0.4772727272727273,2,8,summer,15.0
4.0,Cirurgia,Urgncia Central,24.363636363636363,0.056818181818181816,3,8,summer,
4.0,Medicina,Urgncia Central,17.6734693877551,0.25510204081632654,3,8,summer,16.0
4.0,Medicina,Urgncia Central,22.32,0.29,4,8,summer,17.0
4.0,Cirurgia,Urgncia Central,24.424242424242426,0.12121212121212122,4,8,summer,
4.0,Medicina,Urgncia Central,25.784615384615385,0.2692307692307692,5,8,summer,18.0
4.0,Cirurgia,Urgncia Central,14.549019607843137,0.0,5,8,summer,
4.0,Cirurgia,Urgncia Central,17.561643835616437,0.1643835616438356,6,8,summer,
4.0,Medicina,Urgncia Central,22.857142857142858,0.5966386554621849,6,8,summer,19.0
4.0,Cirurgia,Urgncia Central,20.86046511627907,0.023255813953488372,0,8,summer,
4.0,Medicina,Urgncia Central,9.653543307086615,0.11811023622047244,0,8,summer,20.0
4.0,Cirurgia,Urgncia Central,35.0,0.0,1,8,summer,
4.0,Medicina,Urgncia Central,12.40495867768595,0.256198347107438,1,8,summer,21.0
4.0,Medicina,Urgncia Central,17.516129032258064,0.3118279569892473,2,8,summer,22.0
4.0,Cirurgia,Urgncia Central,39.64,0.0,2,8,summer,
4.0,Cirurgia,Urgncia Central,23.236842105263158,0.09210526315789473,3,8,summer,
4.0,Medicina,Urgncia Central,21.477272727272727,0.42045454545454547,3,8,summer,23.0
4.0,Cirurgia,Urgncia Central,20.75609756097561,0.0,4,8,summer,
4.0,Medicina,Urgncia Central,26.206611570247933,0.38016528925619836,4,8,summer,24.0
4.0,Medicina,Urgncia Central,10.862385321100918,0.14678899082568808,5,8,summer,25.0
4.0,Cirurgia,Urgncia Central,17.545454545454547,0.09090909090909091,5,8,summer,
4.0,Cirurgia,Urgncia Central,27.974358974358974,0.3076923076923077,6,8,summer,
4.0,Medicina,Urgncia Central,13.155339805825243,0.17475728155339806,6,8,summer,26.0
4.0,Cirurgia,Urgncia Central,14.10958904109589,0.0547945205479452,0,8,summer,
4.0,Medicina,Urgncia Central,10.381818181818181,0.03636363636363636,0,8,summer,27.0
4.0,Cirurgia,Urgncia Central,18.23913043478261,0.0,1,8,summer,
4.0,Medicina,Urgncia Central,17.979591836734695,0.17346938775510204,1,8,summer,28.0
4.0,Cirurgia,Urgncia Central,35.319148936170215,0.3191489361702128,2,8,summer,
4.0,Medicina,Urgncia Central,6.706422018348624,0.10091743119266056,2,8,summer,29.0
4.0,Medicina,Urgncia Central,13.784090909090908,0.09090909090909091,3,8,summer,30.0
4.0,Cirurgia,Urgncia Central,18.135135135135137,0.43243243243243246,3,8,summer,
4.0,Medicina,Urgncia Central,11.391304347826088,0.06521739130434782,4,8,summer,31.0
4.0,Cirurgia,Urgncia Central,20.627906976744185,0.27906976744186046,4,8,summer,
4.0,Medicina,Urgncia Central,11.876106194690266,0.20353982300884957,5,9,summer,1.0
4.0,Cirurgia,Urgncia Central,46.63636363636363,0.0,5,9,summer,
4.0,Cirurgia,Urgncia Central,20.61111111111111,0.027777777777777776,6,9,summer,
4.0,Medicina,Urgncia Central,9.8125,0.109375,6,9,summer,2.0
4.0,Cirurgia,Urgncia Central,21.482142857142858,0.08928571428571429,0,9,summer,
4.0,Medicina,Urgncia Central,16.862903225806452,0.27419354838709675,0,9,summer,3.0
4.0,Cirurgia,Urgncia Central,19.40983606557377,0.09836065573770492,1,9,summer,
4.0,Medicina,Urgncia Central,16.82456140350877,0.2543859649122807,1,9,summer,4.0
4.0,Cirurgia,Urgncia Central,27.0,0.11764705882352941,2,9,summer,
4.0,Medicina,Urgncia Central,18.123711340206185,0.20618556701030927,2,9,summer,5.0
4.0,Medicina,Urgncia Central,32.126315789473686,1.1368421052631579,3,9,summer,6.0
4.0,Cirurgia,Urgncia Central,50.046875,0.234375,3,9,summer,
4.0,Medicina,Urgncia Central,32.126315789473686,1.1368421052631579,4,9,summer,7.0
4.0,Cirurgia,Urgncia Central,50.046875,0.234375,4,9,summer,
4.0,Cirurgia,Urgncia Central,12.125,0.08333333333333333,5,9,summer,
4.0,Medicina,Urgncia Central,14.047619047619047,0.40476190476190477,5,9,summer,8.0
4.0,Cirurgia,Urgncia Central,21.846153846153847,0.21153846153846154,6,9,summer,
4.0,Medicina,Urgncia Central,16.035714285714285,0.27380952380952384,6,9,summer,9.0
4.0,Cirurgia,Urgncia Central,19.366666666666667,0.1,0,9,summer,
4.0,Medicina,Urgncia Central,13.16,0.208,0,9,summer,10.0
4.0,Cirurgia,Urgncia Central,20.78481012658228,0.08860759493670886,1,9,summer,
4.0,Medicina,Urgncia Central,20.10091743119266,0.22018348623853212,1,9,summer,11.0
4.0,Medicina,Urgncia Central,12.0,0.18627450980392157,2,9,summer,12.0
4.0,Cirurgia,Urgncia Central,21.885714285714286,0.0,2,9,summer,
4.0,Cirurgia,Urgncia Central,21.163636363636364,0.05454545454545454,3,9,summer,
4.0,Medicina,Urgncia Central,12.5968992248062,0.27906976744186046,3,9,summer,13.0
4.0,Cirurgia,Urgncia Central,11.391304347826088,0.08695652173913043,4,9,summer,
4.0,Medicina,Urgncia Central,17.084033613445378,0.31092436974789917,4,9,summer,14.0
4.0,Cirurgia,Urgncia Central,22.53061224489796,0.12244897959183673,5,9,summer,
4.0,Medicina,Urgncia Central,19.58888888888889,0.7888888888888889,5,9,summer,15.0
4.0,Medicina,Urgncia Central,29.136,0.448,6,9,summer,16.0
4.0,Cirurgia,Urgncia Central,24.80821917808219,0.2465753424657534,6,9,summer,
4.0,Medicina,Urgncia Central,18.444444444444443,0.2222222222222222,0,9,summer,17.0
4.0,Cirurgia,Urgncia Central,57.82857142857143,0.35714285714285715,0,9,summer,
4.0,Medicina,Urgncia Central,9.411764705882353,0.15126050420168066,1,9,summer,18.0
4.0,Cirurgia,Urgncia Central,34.33766233766234,0.38961038961038963,1,9,summer,
4.0,Cirurgia,Urgncia Central,57.205128205128204,0.07692307692307693,2,9,summer,
4.0,Medicina,Urgncia Central,15.688311688311689,0.2857142857142857,2,9,summer,19.0
4.0,Medicina,Urgncia Central,14.81132075471698,0.36792452830188677,3,9,summer,20.0
4.0,Cirurgia,Urgncia Central,13.903225806451612,0.1774193548387097,3,9,summer,
4.0,Cirurgia,Urgncia Central,27.115384615384617,0.15384615384615385,4,9,summer,
4.0,Medicina,Urgncia Central,17.857142857142858,0.0,4,9,summer,21.0
4.0,Medicina,Urgncia Central,17.857142857142858,0.0,5,9,summer,22.0
4.0,Cirurgia,Urgncia Central,27.115384615384617,0.15384615384615385,5,9,summer,
4.0,Medicina,Urgncia Central,17.857142857142858,0.0,6,9,autumn,23.0
4.0,Cirurgia,Urgncia Central,27.115384615384617,0.15384615384615385,6,9,autumn,
4.0,Cirurgia,Urgncia Central,27.115384615384617,0.15384615384615385,0,9,autumn,
4.0,Medicina,Urgncia Central,17.857142857142858,0.0,0,9,autumn,24.0
4.0,Medicina,Urgncia Central,19.13157894736842,0.39473684210526316,1,9,autumn,25.0
4.0,Cirurgia,Urgncia Central,12.84,0.0,1,9,autumn,
4.0,Medicina,Urgncia Central,21.938271604938272,0.37037037037037035,2,9,autumn,26.0
4.0,Cirurgia,Urgncia Central,32.57692307692308,0.038461538461538464,2,9,autumn,
4.0,Medicina,Urgncia Central,19.73873873873874,0.11711711711711711,3,9,autumn,27.0
4.0,Cirurgia,Urgncia Central,30.30666666666667,0.21333333333333335,3,9,autumn,
4.0,Medicina,Urgncia Central,18.936708860759495,0.3670886075949367,4,9,autumn,28.0
4.0,Cirurgia,Urgncia Central,20.6,0.15,4,9,autumn,
4.0,Medicina,Urgncia Central,16.135416666666668,0.20833333333333334,5,9,autumn,29.0
4.0,Cirurgia,Urgncia Central,35.189655172413794,0.5,5,9,autumn,
4.0,Cirurgia,Urgncia Central,18.923076923076923,0.07692307692307693,6,9,autumn,
4.0,Medicina,Urgncia Central,9.01086956521739,0.06521739130434782,6,9,autumn,30.0
4.0,Cirurgia,Urgncia Central,42.36666666666667,0.23333333333333334,0,10,autumn,
4.0,Medicina,Urgncia Central,8.27927927927928,0.22522522522522523,0,10,autumn,1.0
4.0,Medicina,Urgncia Central,21.245098039215687,0.4019607843137255,1,10,autumn,2.0
4.0,Cirurgia,Urgncia Central,17.63157894736842,0.07894736842105263,1,10,autumn,
4.0,Cirurgia,Urgncia Central,26.25423728813559,0.11864406779661017,2,10,autumn,
